timestamp,mse
2022-06-02 14:22:22+00:00,0.0715875341738953
2022-06-02 14:22:27+00:00,0.0767787137604925
2022-06-02 14:22:32+00:00,0.0820519011216942
2022-06-02 14:22:37+00:00,0.0872298524015208
2022-06-02 14:22:42+00:00,0.0921811336399581
2022-06-02 14:22:47+00:00,0.0968503811932813
2022-06-02 14:22:52+00:00,0.1011896909777131
2022-06-02 14:22:57+00:00,0.1045319052591477
2022-06-02 14:23:02+00:00,0.1070777639980776
2022-06-02 14:23:07+00:00,0.1082433483640976
2022-06-02 14:23:12+00:00,0.1078867744619243
2022-06-02 14:23:17+00:00,0.1076583279157202
2022-06-02 14:23:22+00:00,0.1061662975085854
2022-06-02 14:23:27+00:00,0.103604979926942
2022-06-02 14:23:32+00:00,0.1006175103771128
2022-06-02 14:23:37+00:00,0.0970412533028266
2022-06-02 14:23:42+00:00,0.0930403119692066
2022-06-02 14:23:47+00:00,0.0888906489339178
2022-06-02 14:23:52+00:00,0.0845090718720057
2022-06-02 14:23:57+00:00,0.0799040743546286
2022-06-02 14:24:02+00:00,0.0752568728785973
2022-06-02 14:24:07+00:00,0.0706066637251233
2022-06-02 14:29:57+00:00,0.0718195321747817
2022-06-02 14:30:02+00:00,0.0773874344084391
2022-06-02 14:30:07+00:00,0.0832402670538179
2022-06-02 14:30:12+00:00,0.0892388563009534
2022-06-02 14:30:17+00:00,0.0953576428471792
2022-06-02 14:30:22+00:00,0.1031463948208565
2022-06-02 14:30:27+00:00,0.1093718890740223
2022-06-02 14:30:32+00:00,0.1145985301663588
2022-06-02 14:30:37+00:00,0.1189735361342756
2022-06-02 14:30:42+00:00,0.1225543066418648
2022-06-02 14:30:47+00:00,0.1253843273907565
2022-06-02 14:30:52+00:00,0.1275451552508166
2022-06-02 14:30:57+00:00,0.1289770784642227
2022-06-02 14:31:02+00:00,0.1297526823980362
2022-06-02 14:31:07+00:00,0.1298423281754895
2022-06-02 14:31:12+00:00,0.1293189482224637
2022-06-02 14:31:17+00:00,0.1280826275575885
2022-06-02 14:31:22+00:00,0.1261312493644877
2022-06-02 14:31:27+00:00,0.1234902632659472
2022-06-02 14:31:32+00:00,0.12011711880852
2022-06-02 14:31:37+00:00,0.1158329048096631
2022-06-02 14:31:42+00:00,0.1104232480592007
2022-06-02 14:31:47+00:00,0.1053639554951718
2022-06-02 14:31:52+00:00,0.0999377261799709
2022-06-02 14:31:57+00:00,0.0939691530750532
2022-06-02 14:32:02+00:00,0.0875598853581392
2022-06-02 14:32:07+00:00,0.0808021295005144
2022-06-02 14:32:12+00:00,0.0741919282217016
2022-06-02 14:35:57+00:00,0.0732677182455412
2022-06-02 14:36:02+00:00,0.0794329429824299
2022-06-02 14:36:07+00:00,0.0865062205113159
2022-06-02 14:36:12+00:00,0.0944059047440155
2022-06-02 14:36:17+00:00,0.1028503431560174
2022-06-02 14:36:22+00:00,0.1118345824538481
2022-06-02 14:36:27+00:00,0.1213901942703138
2022-06-02 14:36:32+00:00,0.1317063747062298
2022-06-02 14:36:37+00:00,0.1411776427386732
2022-06-02 14:36:42+00:00,0.1520680278460621
2022-06-02 14:36:47+00:00,0.1605744619586976
2022-06-02 14:36:52+00:00,0.1680655365154713
2022-06-02 14:36:57+00:00,0.174515615304822
2022-06-02 14:37:02+00:00,0.1799796793895671
2022-06-02 14:37:07+00:00,0.1844493976473558
2022-06-02 14:37:12+00:00,0.1877978989927675
2022-06-02 14:37:17+00:00,0.1901429974035778
2022-06-02 14:37:22+00:00,0.1916226652246508
2022-06-02 14:37:27+00:00,0.192178058606107
2022-06-02 14:37:32+00:00,0.1919501206106812
2022-06-02 14:37:37+00:00,0.1907185539371861
2022-06-02 14:37:42+00:00,0.1888598076413312
2022-06-02 14:37:47+00:00,0.1860923397034561
2022-06-02 14:37:52+00:00,0.1825504479594683
2022-06-02 14:37:57+00:00,0.178307563019733
2022-06-02 14:38:02+00:00,0.1732536391943048
2022-06-02 14:38:07+00:00,0.1674941004444015
2022-06-02 14:38:12+00:00,0.1609956699232408
2022-06-02 14:38:17+00:00,0.1540128927017575
2022-06-02 14:38:22+00:00,0.1461641865744657
2022-06-02 14:38:27+00:00,0.1378300418322659
2022-06-02 14:38:32+00:00,0.1305573689142876
2022-06-02 14:38:37+00:00,0.1232620735702036
2022-06-02 14:38:42+00:00,0.1162036239605518
2022-06-02 14:38:47+00:00,0.1107034632271005
2022-06-02 14:38:52+00:00,0.1084603211815404
2022-06-02 14:38:57+00:00,0.1088514640063418
2022-06-02 14:39:02+00:00,0.1118538053741411
2022-06-02 14:39:07+00:00,0.1174383665895994
2022-06-02 14:39:12+00:00,0.1257845271741818
2022-06-02 14:39:17+00:00,0.1363583099734274
2022-06-02 14:39:22+00:00,0.1495726399170471
2022-06-02 14:39:27+00:00,0.1636465063601285
2022-06-02 14:39:32+00:00,0.1796052971453562
2022-06-02 14:39:37+00:00,0.1932215844537181
2022-06-02 14:39:42+00:00,0.2058465059514072
2022-06-02 14:39:47+00:00,0.2162826916337573
2022-06-02 14:39:52+00:00,0.2235659426782849
2022-06-02 14:39:57+00:00,0.2267503841340836
2022-06-02 14:40:02+00:00,0.226007614971111
2022-06-02 14:40:07+00:00,0.2215964095570582
2022-06-02 14:40:12+00:00,0.214070844851801
2022-06-02 14:40:17+00:00,0.2044977705122267
2022-06-02 14:40:22+00:00,0.1926980474143999
2022-06-02 14:40:27+00:00,0.1878771524757492
2022-06-02 14:40:32+00:00,0.1728891675117223
2022-06-02 14:40:37+00:00,0.1577407266090172
2022-06-02 14:40:42+00:00,0.1437686988220564
2022-06-02 14:40:47+00:00,0.130666510683634
2022-06-02 14:40:52+00:00,0.1192128663829742
2022-06-02 14:40:57+00:00,0.1094431888451647
2022-06-02 14:41:02+00:00,0.1013964190774909
2022-06-02 14:41:07+00:00,0.0954835502127497
2022-06-02 14:41:12+00:00,0.0915256241769078
2022-06-02 14:41:17+00:00,0.0894529239796144
2022-06-02 14:41:22+00:00,0.0890378661431768
2022-06-02 14:41:27+00:00,0.0898868887443737
2022-06-02 14:41:32+00:00,0.0919712424638262
2022-06-02 14:41:37+00:00,0.0948625825311229
2022-06-02 14:41:42+00:00,0.098765030979866
2022-06-02 14:41:47+00:00,0.1032118581485313
2022-06-02 14:41:52+00:00,0.1077766927338628
2022-06-02 14:41:57+00:00,0.1125251217998269
2022-06-02 14:42:02+00:00,0.1170553771183686
2022-06-02 14:42:07+00:00,0.1234351521367739
2022-06-02 14:42:12+00:00,0.1281756283602431
2022-06-02 14:42:17+00:00,0.1321781064220998
2022-06-02 14:42:22+00:00,0.1355046382945773
2022-06-02 14:42:27+00:00,0.1382728070422669
2022-06-02 14:42:32+00:00,0.1405050802242596
2022-06-02 14:42:37+00:00,0.1422508964549489
2022-06-02 14:42:42+00:00,0.1433240529653713
2022-06-02 14:42:47+00:00,0.1438020762266967
2022-06-02 14:42:52+00:00,0.1436170903513357
2022-06-02 14:42:57+00:00,0.1427299657347837
2022-06-02 14:43:02+00:00,0.1410685666661417
2022-06-02 14:43:07+00:00,0.13864614345699
2022-06-02 14:43:12+00:00,0.1353426007183429
2022-06-02 14:43:17+00:00,0.1310282347030078
2022-06-02 14:43:22+00:00,0.1254598928044255
2022-06-02 14:43:27+00:00,0.1188773181462261
2022-06-02 14:43:32+00:00,0.1131298930212555
2022-06-02 14:43:37+00:00,0.1061275005775701
2022-06-02 14:43:42+00:00,0.0989033796166244
2022-06-02 14:43:47+00:00,0.0915797120522264
2022-06-02 14:43:52+00:00,0.0842898905615967
2022-06-02 14:43:57+00:00,0.0772148539871037
2022-06-02 14:44:02+00:00,0.0704341430173771
2022-06-02 14:47:52+00:00,0.0749537699521082
2022-06-02 14:47:57+00:00,0.0818876278089874
2022-06-02 14:48:02+00:00,0.0893983137822888
2022-06-02 14:48:07+00:00,0.0974251899121281
2022-06-02 14:48:12+00:00,0.1059947397675894
2022-06-02 14:48:17+00:00,0.1153082659246196
2022-06-02 14:48:22+00:00,0.1250944662592261
2022-06-02 14:48:27+00:00,0.135276384181632
2022-06-02 14:48:32+00:00,0.1456856488618207
2022-06-02 14:48:37+00:00,0.1550712043134945
2022-06-02 14:48:42+00:00,0.1640342253966274
2022-06-02 14:48:47+00:00,0.1715038939763248
2022-06-02 14:48:52+00:00,0.1778656836937828
2022-06-02 14:48:57+00:00,0.1831694984785835
2022-06-02 14:49:02+00:00,0.187308865539243
2022-06-02 14:49:07+00:00,0.1902520301644672
2022-06-02 14:49:12+00:00,0.1919834147007975
2022-06-02 14:49:17+00:00,0.1924963843171248
2022-06-02 14:49:22+00:00,0.1917432268051304
2022-06-02 14:49:27+00:00,0.189762364645009
2022-06-02 14:49:32+00:00,0.186484213258249
2022-06-02 14:49:37+00:00,0.1818980792045325
2022-06-02 14:49:42+00:00,0.176124723347095
2022-06-02 14:49:47+00:00,0.1690254609098105
2022-06-02 14:49:52+00:00,0.1606736937641045
2022-06-02 14:49:57+00:00,0.150721728909277
2022-06-02 14:50:02+00:00,0.1402563129099145
2022-06-02 14:50:07+00:00,0.1299585344912573
2022-06-02 14:50:12+00:00,0.1202308248002702
2022-06-02 14:50:17+00:00,0.111184563467598
2022-06-02 14:50:22+00:00,0.1024381187645265
2022-06-02 14:50:27+00:00,0.0944139625567039
2022-06-02 14:50:32+00:00,0.0871146745051135
2022-06-02 14:50:37+00:00,0.0804663829581699
2022-06-02 14:50:42+00:00,0.0746765539560971
2022-06-02 14:50:47+00:00,0.0695521132940097
2022-06-02 14:51:37+00:00,0.0693548271694481
2022-06-02 14:51:42+00:00,0.0747570202344563
2022-06-02 14:51:47+00:00,0.0809479703108519
2022-06-02 14:51:52+00:00,0.0882255118178134
2022-06-02 14:51:57+00:00,0.0941996364858882
2022-06-02 14:52:02+00:00,0.0994607867230914
2022-06-02 14:52:07+00:00,0.1037630495173305
2022-06-02 14:52:12+00:00,0.1066854566055962
2022-06-02 14:52:17+00:00,0.1084934182792173
2022-06-02 14:52:22+00:00,0.1092423045153389
2022-06-02 14:52:27+00:00,0.1089070457963773
2022-06-02 14:52:32+00:00,0.1069618531584658
2022-06-02 14:52:37+00:00,0.1039953431743901
2022-06-02 14:52:42+00:00,0.0999936204225315
